date,year,month,day,weekday,weekday_num,is_weekend,is_holiday,holiday_name,rokuyou,junishi,is_taian,is_ichiryumanbai,is_tensha,is_tora_no_hi,is_mi_no_hi,temp_max,temp_min,temp_mean,precipitation,weather
2023-03-20,2023,3,20,月,0,False,False,,友引,丑,False,False,False,False,False,16.6,2.9,10.8,0.0,曇り
2023-03-21,2023,3,21,火,1,False,True,春分の日,先負,寅,False,False,True,True,False,16.6,8.8,13.7,0.5,小雨
2023-03-22,2023,3,22,水,2,False,False,,仏滅,卯,False,True,False,False,False,17.0,9.2,13.8,0.0,曇り
2023-03-23,2023,3,23,木,3,False,False,,大安,辰,True,True,False,False,False,18.4,12.8,16.0,14.6,雨
2023-03-24,2023,3,24,金,4,False,False,,赤口,巳,False,True,False,False,True,22.0,13.6,17.8,1.7,雨
2023-03-25,2023,3,25,土,5,True,False,,先勝,午,False,False,False,False,False,12.4,9.8,10.5,16.1,雨
2023-03-26,2023,3,26,日,6,True,False,,友引,未,False,False,False,False,False,15.6,10.2,13.1,18.8,雨
2023-03-27,2023,3,27,月,0,False,False,,先負,申,False,False,False,False,False,13.6,8.9,11.6,0.2,小雨
2023-03-28,2023,3,28,火,1,False,False,,仏滅,酉,False,False,False,False,False,11.1,8.9,10.3,1.1,雨
2023-03-29,2023,3,29,水,2,False,False,,大安,戌,True,False,False,False,False,13.6,9.3,11.4,0.7,小雨
2023-03-30,2023,3,30,木,3,False,False,,赤口,亥,False,False,False,False,False,14.8,10.4,12.7,0.5,小雨
2023-03-31,2023,3,31,金,4,False,False,,先勝,子,False,False,False,False,False,19.8,8.0,13.8,3.8,雨
2023-04-01,2023,4,1,土,5,True,False,,友引,丑,False,False,False,False,False,16.4,6.9,12.9,0.0,曇り
2023-04-02,2023,4,2,日,6,True,False,,先負,寅,False,False,False,True,False,14.1,9.9,12.7,0.0,曇り
2023-04-03,2023,4,3,月,0,False,False,,仏滅,卯,False,True,False,False,False,13.6,8.4,10.9,0.0,曇り
2023-04-04,2023,4,4,火,1,False,False,,大安,辰,True,True,False,False,False,15.5,5.3,10.7,0.0,曇り
2023-04-05,2023,4,5,水,2,False,False,,赤口,巳,False,False,False,False,True,19.2,6.2,13.2,0.0,曇り
2023-04-06,2023,4,6,木,3,False,False,,先勝,午,False,False,False,False,False,19.5,14.6,17.2,0.4,小雨
2023-04-07,2023,4,7,金,4,False,False,,友引,未,False,False,False,False,False,22.1,16.6,18.5,4.3,雨
2023-04-08,2023,4,8,土,5,True,False,,先負,申,False,False,False,False,False,17.6,8.2,13.2,13.8,雨
2023-04-09,2023,4,9,日,6,True,False,,仏滅,酉,False,False,False,False,False,14.6,4.8,9.2,0.0,曇り
2023-04-10,2023,4,10,月,0,False,False,,大安,戌,True,False,False,False,False,18.1,3.2,11.5,0.0,曇り
2023-04-11,2023,4,11,火,1,False,False,,赤口,亥,False,False,False,False,False,21.4,8.2,15.4,0.0,曇り
2023-04-12,2023,4,12,水,2,False,False,,先勝,子,False,True,False,False,False,22.6,11.8,17.3,3.5,雨
2023-04-13,2023,4,13,木,3,False,False,,友引,丑,False,False,False,False,False,16.5,7.9,13.0,0.0,晴れ
2023-04-14,2023,4,14,金,4,False,False,,先負,寅,False,False,False,True,False,22.2,11.1,16.9,0.0,曇り
2023-04-15,2023,4,15,土,5,True,False,,仏滅,卯,False,False,False,False,False,15.6,14.3,14.9,28.9,雨
2023-04-16,2023,4,16,日,6,True,False,,大安,辰,True,False,False,False,False,20.6,12.2,15.8,4.8,雨
2023-04-17,2023,4,17,月,0,False,False,,赤口,巳,False,False,False,False,True,15.9,9.8,12.4,0.9,小雨
2023-04-18,2023,4,18,火,1,False,False,,先勝,午,False,True,False,False,False,14.5,7.1,11.4,1.7,雨
2023-04-19,2023,4,19,水,2,False,False,,友引,未,False,True,False,False,False,18.5,8.3,14.0,0.0,曇り
2023-04-20,2023,4,20,木,3,False,False,,先負,申,False,False,False,False,False,19.0,11.1,16.2,0.0,晴れ
2023-04-21,2023,4,21,金,4,False,False,,仏滅,酉,False,False,False,False,False,24.0,12.6,18.2,0.1,小雨
2023-04-22,2023,4,22,土,5,True,False,,大安,戌,True,False,False,False,False,16.6,8.4,13.3,0.0,曇り
2023-04-23,2023,4,23,日,6,True,False,,赤口,亥,False,False,False,False,False,15.4,7.3,11.7,0.0,曇り
2023-04-24,2023,4,24,月,0,False,False,,先勝,子,False,False,False,False,False,14.2,8.2,11.5,0.0,曇り
2023-04-25,2023,4,25,火,1,False,False,,友引,丑,False,True,False,False,False,15.9,8.6,13.1,0.0,曇り
2023-04-26,2023,4,26,水,2,False,False,,先負,寅,False,False,False,True,False,18.8,13.2,15.9,14.3,雨
2023-04-27,2023,4,27,木,3,False,False,,仏滅,卯,False,False,False,False,False,19.5,10.9,14.7,0.4,小雨
2023-04-28,2023,4,28,金,4,False,False,,大安,辰,True,False,False,False,False,22.2,12.2,17.0,0.0,曇り
2023-04-29,2023,4,29,土,5,True,True,昭和の日,赤口,巳,False,False,False,False,True,21.9,14.1,18.1,2.1,雨
2023-04-30,2023,4,30,日,6,True,False,,先勝,午,False,False,False,False,False,21.5,16.1,18.7,10.9,雨
2023-05-01,2023,5,1,月,0,False,False,,友引,未,False,True,False,False,False,18.3,13.2,15.6,5.1,雨
2023-05-02,2023,5,2,火,1,False,False,,先負,申,False,False,False,False,False,20.2,9.7,14.7,1.2,雨
2023-05-03,2023,5,3,水,2,False,True,憲法記念日,仏滅,酉,False,False,False,False,False,18.0,7.7,14.1,0.0,曇り
2023-05-04,2023,5,4,木,3,False,True,みどりの日,大安,戌,True,False,False,False,False,22.1,10.9,17.5,0.0,晴れ
2023-05-05,2023,5,5,金,4,False,True,こどもの日,赤口,亥,False,False,False,False,False,25.1,12.1,19.2,0.0,曇り
2023-05-06,2023,5,6,土,5,True,False,,先勝,子,False,False,False,False,False,27.0,18.6,22.1,0.0,曇り
2023-05-07,2023,5,7,日,6,True,False,,友引,丑,False,False,False,False,False,20.4,12.4,14.9,34.1,雨
2023-05-08,2023,5,8,月,0,False,False,,先負,寅,False,False,False,True,False,15.1,10.0,12.6,31.8,大雨
2023-05-09,2023,5,9,火,1,False,False,,仏滅,卯,False,False,False,False,False,15.3,8.4,12.2,0.0,曇り
2023-05-10,2023,5,10,水,2,False,False,,大安,辰,True,False,False,False,False,18.0,7.7,13.7,0.0,曇り
2023-05-11,2023,5,11,木,3,False,False,,赤口,巳,False,False,False,False,True,17.0,11.4,14.7,0.1,小雨
2023-05-12,2023,5,12,金,4,False,False,,先勝,午,False,False,False,False,False,16.5,10.3,14.0,0.0,曇り
2023-05-13,2023,5,13,土,5,True,False,,友引,未,False,False,False,False,False,18.5,13.2,15.7,6.5,雨
2023-05-14,2023,5,14,日,6,True,False,,先負,申,False,True,False,False,False,19.4,13.9,16.7,2.6,雨
2023-05-15,2023,5,15,月,0,False,False,,仏滅,酉,False,True,False,False,False,18.9,15.0,16.2,5.2,雨
2023-05-16,2023,5,16,火,1,False,False,,大安,戌,True,True,False,False,False,19.0,12.8,16.1,0.0,曇り
2023-05-17,2023,5,17,水,2,False,False,,赤口,亥,False,False,False,False,False,26.0,11.6,18.9,0.0,晴れ
2023-05-18,2023,5,18,木,3,False,False,,先勝,子,False,False,False,False,False,27.4,14.3,20.4,0.0,曇り
2023-05-19,2023,5,19,金,4,False,False,,友引,丑,False,False,False,False,False,23.6,16.6,20.2,8.5,雨
2023-05-20,2023,5,20,土,5,True,False,,先負,寅,False,False,False,True,False,19.6,16.1,17.9,2.0,雨
2023-05-21,2023,5,21,日,6,True,False,,仏滅,卯,False,False,False,False,False,20.6,15.9,18.5,0.0,曇り
2023-05-22,2023,5,22,月,0,False,False,,大安,辰,True,False,False,False,False,22.9,14.2,19.0,11.2,雨
2023-05-23,2023,5,23,火,1,False,False,,赤口,巳,False,False,False,False,True,15.4,13.8,14.8,13.7,雨
2023-05-24,2023,5,24,水,2,False,False,,先勝,午,False,False,False,False,False,19.8,12.2,15.3,0.4,小雨
2023-05-25,2023,5,25,木,3,False,False,,友引,未,False,False,False,False,False,19.1,10.4,15.8,0.0,曇り
2023-05-26,2023,5,26,金,4,False,False,,先負,申,False,False,False,False,False,20.6,13.1,17.8,0.0,曇り
2023-05-27,2023,5,27,土,5,True,False,,仏滅,酉,False,True,False,False,False,21.5,14.5,18.4,0.0,曇り
2023-05-28,2023,5,28,日,6,True,False,,大安,戌,True,False,False,False,False,23.0,15.9,19.6,0.3,小雨
2023-05-29,2023,5,29,月,0,False,False,,赤口,亥,False,False,False,False,False,19.4,17.4,18.4,11.3,雨
2023-05-30,2023,5,30,火,1,False,False,,先勝,子,False,True,False,False,False,22.7,17.4,19.5,15.2,雨
2023-05-31,2023,5,31,水,2,False,False,,友引,丑,False,True,False,False,False,19.8,14.2,17.5,2.5,雨
2023-06-01,2023,6,1,木,3,False,False,,先負,寅,False,False,False,True,False,21.9,11.6,18.0,0.0,曇り
2023-06-02,2023,6,2,金,4,False,False,,仏滅,卯,False,True,False,False,False,22.6,18.7,20.5,122.6,大雨
2023-06-03,2023,6,3,土,5,True,False,,大安,辰,True,False,False,False,False,21.4,16.9,19.0,131.8,大雨
2023-06-04,2023,6,4,日,6,True,False,,赤口,巳,False,False,False,False,True,25.2,13.9,20.0,0.0,曇り
2023-06-05,2023,6,5,月,0,False,False,,先勝,午,False,False,True,False,False,26.2,14.9,20.6,0.0,曇り
2023-06-06,2023,6,6,火,1,False,False,,友引,未,False,False,False,False,False,24.0,17.4,20.2,1.1,雨
2023-06-07,2023,6,7,水,2,False,False,,先負,申,False,False,False,False,False,24.3,16.5,20.0,3.3,雨
2023-06-08,2023,6,8,木,3,False,False,,仏滅,酉,False,False,False,False,False,23.2,16.7,20.5,0.7,小雨
2023-06-09,2023,6,9,金,4,False,False,,大安,戌,True,False,False,False,False,24.4,19.5,21.5,27.6,雨
2023-06-10,2023,6,10,土,5,True,False,,赤口,亥,False,False,False,False,False,23.1,19.2,21.0,0.0,曇り
2023-06-11,2023,6,11,日,6,True,False,,先勝,子,False,True,False,False,False,21.0,19.1,19.9,12.8,雨
2023-06-12,2023,6,12,月,0,False,False,,友引,丑,False,True,False,False,False,20.8,19.0,19.8,3.5,雨
2023-06-13,2023,6,13,火,1,False,False,,先負,寅,False,False,False,True,False,23.2,19.0,20.7,5.4,雨
2023-06-14,2023,6,14,水,2,False,False,,仏滅,卯,False,False,False,False,False,22.7,19.3,20.8,2.2,雨
2023-06-15,2023,6,15,木,3,False,False,,大安,辰,True,True,False,False,False,22.6,19.5,20.7,5.5,雨
2023-06-16,2023,6,16,金,4,False,False,,赤口,巳,False,False,False,False,True,26.5,19.5,22.2,9.3,雨
2023-06-17,2023,6,17,土,5,True,False,,先勝,午,False,False,False,False,False,25.3,17.5,22.3,0.0,曇り
2023-06-18,2023,6,18,日,6,True,False,,友引,未,False,False,False,False,False,25.9,18.1,22.6,0.0,曇り
2023-06-19,2023,6,19,月,0,False,False,,先負,申,False,False,False,False,False,22.3,19.1,20.8,0.0,曇り
2023-06-20,2023,6,20,火,1,False,False,,仏滅,酉,False,False,False,False,False,22.3,18.1,20.2,0.0,曇り
2023-06-21,2023,6,21,水,2,False,False,,大安,戌,True,False,False,False,False,22.1,16.3,20.2,0.0,曇り
2023-06-22,2023,6,22,木,3,False,False,,赤口,亥,False,False,False,False,False,22.1,17.0,19.4,26.7,大雨
2023-06-23,2023,6,23,金,4,False,False,,先勝,子,False,False,False,False,False,22.3,18.0,20.1,0.0,曇り
2023-06-24,2023,6,24,土,5,True,False,,友引,丑,False,False,False,False,False,24.5,17.9,21.4,0.0,曇り
2023-06-25,2023,6,25,日,6,True,False,,先負,寅,False,False,False,True,False,23.8,19.2,21.9,0.0,曇り
2023-06-26,2023,6,26,月,0,False,False,,仏滅,卯,False,True,False,False,False,24.1,21.5,22.7,0.7,小雨
2023-06-27,2023,6,27,火,1,False,False,,大安,辰,True,True,False,False,False,26.2,21.5,23.8,0.4,小雨
2023-06-28,2023,6,28,水,2,False,False,,赤口,巳,False,True,False,False,True,27.2,21.0,24.1,0.6,小雨
2023-06-29,2023,6,29,木,3,False,False,,先勝,午,False,False,False,False,False,27.4,20.5,24.0,0.1,小雨
2023-06-30,2023,6,30,金,4,False,False,,友引,未,False,False,False,False,False,28.0,22.0,24.7,4.6,雨
2023-07-01,2023,7,1,土,5,True,False,,先負,申,False,False,False,False,False,27.9,22.9,25.3,3.1,雨
2023-07-02,2023,7,2,日,6,True,False,,仏滅,酉,False,False,False,False,False,25.9,21.6,23.8,5.0,雨
2023-07-03,2023,7,3,月,0,False,False,,大安,戌,True,False,False,False,False,26.4,21.0,23.8,0.0,曇り
2023-07-04,2023,7,4,火,1,False,False,,赤口,亥,False,True,False,False,False,24.8,21.6,23.1,0.3,小雨
2023-07-05,2023,7,5,水,2,False,False,,先勝,子,False,False,False,False,False,25.8,20.0,23.4,1.6,小雨
2023-07-06,2023,7,6,木,3,False,False,,友引,丑,False,False,False,False,False,26.0,21.7,23.9,6.0,雨
2023-07-07,2023,7,7,金,4,False,False,,先負,寅,False,False,False,True,False,30.0,20.9,25.6,0.0,曇り
2023-07-08,2023,7,8,土,5,True,False,,仏滅,卯,False,True,False,False,False,26.2,22.4,24.1,10.2,雨
2023-07-09,2023,7,9,日,6,True,False,,大安,辰,True,True,False,False,False,31.3,22.5,26.5,9.1,雨
2023-07-10,2023,7,10,月,0,False,False,,赤口,巳,False,False,False,False,True,29.8,24.1,26.9,0.1,小雨
2023-07-11,2023,7,11,火,1,False,False,,先勝,午,False,False,False,False,False,30.8,23.9,26.5,8.9,雨
2023-07-12,2023,7,12,水,2,False,False,,友引,未,False,False,False,False,False,33.6,23.0,28.3,0.1,小雨
2023-07-13,2023,7,13,木,3,False,False,,先負,申,False,False,False,False,False,30.1,23.3,26.7,5.7,雨
2023-07-14,2023,7,14,金,4,False,False,,仏滅,酉,False,False,False,False,False,26.1,22.5,24.4,39.9,大雨
2023-07-15,2023,7,15,土,5,True,False,,大安,戌,True,False,False,False,False,30.4,23.6,26.4,0.1,小雨
2023-07-16,2023,7,16,日,6,True,False,,赤口,亥,False,False,False,False,False,33.1,23.6,28.1,0.1,小雨
2023-07-17,2023,7,17,月,0,False,True,海の日,先勝,子,False,True,False,False,False,30.0,24.6,27.6,0.0,晴れ
2023-07-18,2023,7,18,火,1,False,False,,友引,丑,False,False,False,False,False,32.8,23.8,27.7,0.0,曇り
2023-07-19,2023,7,19,水,2,False,False,,先負,寅,False,False,False,True,False,27.8,23.4,25.6,0.7,小雨
2023-07-20,2023,7,20,木,3,False,False,,仏滅,卯,False,False,False,False,False,27.4,23.2,24.8,0.3,小雨
2023-07-21,2023,7,21,金,4,False,False,,大安,辰,True,False,False,False,False,26.1,22.5,24.3,1.1,雨
2023-07-22,2023,7,22,土,5,True,False,,赤口,巳,False,False,False,False,True,26.4,21.9,24.3,0.3,小雨
2023-07-23,2023,7,23,日,6,True,False,,先勝,午,False,True,False,False,False,26.2,20.9,23.8,0.0,曇り
2023-07-24,2023,7,24,月,0,False,False,,友引,未,False,True,False,False,False,27.9,20.0,24.7,0.0,曇り
2023-07-25,2023,7,25,火,1,False,False,,先負,申,False,False,False,False,False,29.9,21.0,26.0,0.0,曇り
2023-07-26,2023,7,26,水,2,False,False,,仏滅,酉,False,False,False,False,False,31.0,21.9,27.0,0.0,曇り
2023-07-27,2023,7,27,木,3,False,False,,大安,戌,True,False,False,False,False,30.5,23.1,27.3,0.0,晴れ
2023-07-28,2023,7,28,金,4,False,False,,赤口,亥,False,False,False,False,False,30.7,23.5,27.5,0.0,曇り
2023-07-29,2023,7,29,土,5,True,False,,先勝,子,False,False,False,False,False,30.9,23.0,27.4,0.0,曇り
2023-07-30,2023,7,30,日,6,True,False,,友引,丑,False,True,False,False,False,33.0,22.9,28.4,0.0,曇り
2023-07-31,2023,7,31,月,0,False,False,,先負,寅,False,False,False,True,False,32.2,24.4,28.8,0.0,曇り
2023-08-01,2023,8,1,火,1,False,False,,仏滅,卯,False,False,False,False,False,28.1,25.9,26.9,1.2,小雨
2023-08-02,2023,8,2,水,2,False,False,,大安,辰,True,False,False,False,False,32.1,24.5,27.9,0.0,曇り
2023-08-03,2023,8,3,木,3,False,False,,赤口,巳,False,False,False,False,True,32.2,25.2,28.5,0.0,曇り
2023-08-04,2023,8,4,金,4,False,False,,先勝,午,False,True,True,False,False,32.3,24.5,28.0,0.0,晴れ
2023-08-05,2023,8,5,土,5,True,False,,友引,未,False,True,False,False,False,33.4,25.5,29.1,0.0,晴れ
2023-08-06,2023,8,6,日,6,True,False,,先負,申,False,False,False,False,False,30.1,26.1,28.0,1.2,雨
2023-08-07,2023,8,7,月,0,False,False,,仏滅,酉,False,False,False,False,False,30.2,24.5,27.3,0.5,小雨
2023-08-08,2023,8,8,火,1,False,False,,大安,戌,True,False,False,False,False,29.4,24.9,27.3,1.6,雨
2023-08-09,2023,8,9,水,2,False,False,,赤口,亥,False,False,False,False,False,29.5,24.8,27.1,14.0,雨
2023-08-10,2023,8,10,木,3,False,False,,先勝,子,False,False,False,False,False,29.5,25.8,27.4,2.7,雨
2023-08-11,2023,8,11,金,4,False,True,山の日,友引,丑,False,False,False,False,False,29.2,24.2,26.7,5.8,雨
2023-08-12,2023,8,12,土,5,True,False,,先負,寅,False,False,False,True,False,28.6,24.0,26.4,1.1,雨
2023-08-13,2023,8,13,日,6,True,False,,仏滅,卯,False,False,False,False,False,29.7,25.1,27.1,8.7,雨
2023-08-14,2023,8,14,月,0,False,False,,大安,辰,True,False,False,False,False,29.4,25.5,27.6,6.1,雨
2023-08-15,2023,8,15,火,1,False,False,,赤口,巳,False,False,False,False,True,29.7,26.0,28.0,4.1,雨
2023-08-16,2023,8,16,水,2,False,False,,先勝,午,False,False,False,False,False,30.7,26.0,28.2,1.4,小雨
2023-08-17,2023,8,17,木,3,False,False,,友引,未,False,False,False,False,False,31.0,26.2,28.5,1.0,小雨
2023-08-18,2023,8,18,金,4,False,False,,先負,申,False,True,True,False,False,30.3,25.5,27.9,0.7,小雨
2023-08-19,2023,8,19,土,5,True,False,,仏滅,酉,False,True,False,False,False,30.4,25.6,27.8,0.0,曇り
2023-08-20,2023,8,20,日,6,True,False,,大安,戌,True,True,False,False,False,30.5,24.2,27.6,0.0,曇り
2023-08-21,2023,8,21,月,0,False,False,,赤口,亥,False,False,False,False,False,30.5,24.8,28.0,0.1,小雨
2023-08-22,2023,8,22,火,1,False,False,,先勝,子,False,False,False,False,False,30.6,26.7,28.6,2.2,小雨
2023-08-23,2023,8,23,水,2,False,False,,友引,丑,False,False,False,False,False,31.2,25.6,28.6,1.7,小雨
2023-08-24,2023,8,24,木,3,False,False,,先負,寅,False,False,False,True,False,33.4,26.0,29.1,0.4,小雨
2023-08-25,2023,8,25,金,4,False,False,,仏滅,卯,False,False,False,False,False,30.8,24.2,27.8,1.1,小雨
2023-08-26,2023,8,26,土,5,True,False,,大安,辰,True,False,False,False,False,30.5,24.6,27.4,3.6,雨
2023-08-27,2023,8,27,日,6,True,False,,赤口,巳,False,False,False,False,True,29.0,24.7,26.4,2.0,雨
2023-08-28,2023,8,28,月,0,False,False,,先勝,午,False,False,False,False,False,33.4,24.5,28.6,0.0,曇り
2023-08-29,2023,8,29,火,1,False,False,,友引,未,False,False,False,False,False,30.6,24.8,28.1,0.0,曇り
2023-08-30,2023,8,30,水,2,False,False,,先負,申,False,False,False,False,False,31.0,23.1,27.8,0.8,小雨
2023-08-31,2023,8,31,木,3,False,False,,仏滅,酉,False,True,False,False,False,31.8,25.2,28.2,0.0,曇り
2023-09-01,2023,9,1,金,4,False,False,,大安,戌,True,True,False,False,False,31.9,24.7,28.3,0.1,小雨
2023-09-02,2023,9,2,土,5,True,False,,赤口,亥,False,False,False,False,False,31.0,25.4,27.8,1.2,雨
2023-09-03,2023,9,3,日,6,True,False,,先勝,子,False,False,False,False,False,29.0,24.8,26.9,1.9,雨
2023-09-04,2023,9,4,月,0,False,False,,友引,丑,False,False,False,False,False,26.8,24.5,25.6,39.0,大雨
2023-09-05,2023,9,5,火,1,False,False,,先負,寅,False,False,False,True,False,32.5,24.2,27.7,3.4,雨
2023-09-06,2023,9,6,水,2,False,False,,仏滅,卯,False,True,False,False,False,29.0,23.7,25.5,21.6,大雨
2023-09-07,2023,9,7,木,3,False,False,,大安,辰,True,False,False,False,False,27.6,22.5,25.5,0.0,曇り
2023-09-08,2023,9,8,金,4,False,False,,赤口,巳,False,False,False,False,True,25.6,22.2,24.1,88.1,大雨
2023-09-09,2023,9,9,土,5,True,False,,先勝,午,False,False,False,False,False,29.5,24.0,26.4,6.4,雨
2023-09-10,2023,9,10,日,6,True,False,,友引,未,False,False,False,False,False,30.0,23.5,26.7,0.4,小雨
2023-09-11,2023,9,11,月,0,False,False,,先負,申,False,False,False,False,False,28.1,24.0,26.4,1.5,小雨
2023-09-12,2023,9,12,火,1,False,False,,仏滅,酉,False,False,False,False,False,28.4,23.4,26.1,0.0,曇り
2023-09-13,2023,9,13,水,2,False,False,,大安,戌,True,False,False,False,False,28.2,22.1,25.5,0.2,小雨
2023-09-14,2023,9,14,木,3,False,False,,赤口,亥,False,False,False,False,False,29.0,23.5,26.4,1.3,小雨
2023-09-15,2023,9,15,金,4,False,False,,先勝,子,False,True,False,False,False,29.3,23.5,26.1,1.7,雨
2023-09-16,2023,9,16,土,5,True,False,,友引,丑,False,True,False,False,False,28.8,24.6,26.6,0.3,小雨
2023-09-17,2023,9,17,日,6,True,False,,先負,寅,False,False,False,True,False,29.6,25.6,27.2,1.2,小雨
2023-09-18,2023,9,18,月,0,False,True,敬老の日,仏滅,卯,False,False,False,False,False,31.8,25.1,27.8,0.0,晴れ
2023-09-19,2023,9,19,火,1,False,False,,大安,辰,True,True,False,False,False,31.7,23.9,27.1,0.3,小雨
2023-09-20,2023,9,20,水,2,False,False,,赤口,巳,False,False,False,False,True,29.2,23.0,25.7,2.4,雨
2023-09-21,2023,9,21,木,3,False,False,,先勝,午,False,False,False,False,False,28.9,21.9,25.6,3.4,雨
2023-09-22,2023,9,22,金,4,False,False,,友引,未,False,False,False,False,False,27.0,22.6,24.8,10.3,雨
2023-09-23,2023,9,23,土,5,True,True,秋分の日,先負,申,False,False,False,False,False,23.4,21.5,22.3,29.0,雨
2023-09-24,2023,9,24,日,6,True,False,,仏滅,酉,False,False,False,False,False,23.2,20.5,21.8,0.0,曇り
2023-09-25,2023,9,25,月,0,False,False,,大安,戌,True,False,False,False,False,24.9,19.3,22.1,0.8,小雨
2023-09-26,2023,9,26,火,1,False,False,,赤口,亥,False,False,False,False,False,25.9,18.7,22.6,0.0,曇り
2023-09-27,2023,9,27,水,2,False,False,,先勝,子,False,False,False,False,False,24.3,20.9,22.4,8.4,雨
2023-09-28,2023,9,28,木,3,False,False,,友引,丑,False,False,False,False,False,27.8,22.0,24.6,0.5,小雨
2023-09-29,2023,9,29,金,4,False,False,,先負,寅,False,False,False,True,False,26.2,22.2,23.9,1.3,雨
2023-09-30,2023,9,30,土,5,True,False,,仏滅,卯,False,True,False,False,False,25.5,21.9,23.3,1.0,小雨
2023-10-01,2023,10,1,日,6,True,False,,大安,辰,True,False,False,False,False,24.6,21.7,22.8,2.0,雨
2023-10-02,2023,10,2,月,0,False,False,,赤口,巳,False,False,False,False,True,24.5,17.1,21.3,0.2,小雨
2023-10-03,2023,10,3,火,1,False,False,,先勝,午,False,False,False,False,False,23.5,16.2,20.4,0.0,曇り
2023-10-04,2023,10,4,水,2,False,False,,友引,未,False,False,False,False,False,21.4,18.3,19.7,9.4,雨
2023-10-05,2023,10,5,木,3,False,False,,先負,申,False,False,False,False,False,22.9,17.0,18.8,2.1,雨
2023-10-06,2023,10,6,金,4,False,False,,仏滅,酉,False,False,False,False,False,21.9,13.3,17.2,0.0,曇り
2023-10-07,2023,10,7,土,5,True,False,,大安,戌,True,False,False,False,False,22.4,14.4,17.7,0.0,曇り
2023-10-08,2023,10,8,日,6,True,False,,赤口,亥,False,True,False,False,False,20.4,13.8,17.5,2.9,雨
2023-10-09,2023,10,9,月,0,False,True,スポーツの日,先勝,子,False,False,False,False,False,20.0,16.9,18.5,45.5,雨
2023-10-10,2023,10,10,火,1,False,False,,友引,丑,False,False,False,False,False,24.4,17.2,19.6,5.5,雨
2023-10-11,2023,10,11,水,2,False,False,,先負,寅,False,False,False,True,False,21.9,15.3,18.2,0.1,小雨
2023-10-12,2023,10,12,木,3,False,False,,仏滅,卯,False,True,False,False,False,20.3,13.8,17.2,0.0,晴れ
2023-10-13,2023,10,13,金,4,False,False,,大安,辰,True,True,False,False,False,21.0,12.4,16.6,0.0,曇り
2023-10-14,2023,10,14,土,5,True,False,,赤口,巳,False,False,False,False,True,22.4,10.9,16.7,0.0,曇り
2023-10-15,2023,10,15,日,6,True,False,,先勝,午,False,False,False,False,False,18.1,12.1,16.3,35.9,雨
2023-10-16,2023,10,16,月,0,False,False,,友引,未,False,False,False,False,False,22.7,10.8,16.9,0.0,晴れ
2023-10-17,2023,10,17,火,1,False,False,,先負,申,False,False,True,False,False,22.1,13.4,17.5,0.0,晴れ
2023-10-18,2023,10,18,水,2,False,False,,仏滅,酉,False,False,False,False,False,21.6,11.1,17.0,0.0,曇り
2023-10-19,2023,10,19,木,3,False,False,,大安,戌,True,False,False,False,False,23.2,12.6,18.2,0.0,曇り
2023-10-20,2023,10,20,金,4,False,False,,赤口,亥,False,False,False,False,False,25.1,13.3,19.6,0.1,小雨
2023-10-21,2023,10,21,土,5,True,False,,先勝,子,False,True,False,False,False,18.4,12.2,16.2,0.4,小雨
2023-10-22,2023,10,22,日,6,True,False,,友引,丑,False,False,False,False,False,17.5,10.1,13.7,0.0,曇り
2023-10-23,2023,10,23,月,0,False,False,,先負,寅,False,False,False,True,False,20.0,8.4,15.0,0.0,曇り
2023-10-24,2023,10,24,火,1,False,False,,仏滅,卯,False,False,False,False,False,20.1,13.4,17.3,0.3,小雨
2023-10-25,2023,10,25,水,2,False,False,,大安,辰,True,False,False,False,False,20.4,14.1,16.7,2.1,雨
2023-10-26,2023,10,26,木,3,False,False,,赤口,巳,False,False,False,False,True,22.2,12.8,16.9,0.0,曇り
2023-10-27,2023,10,27,金,4,False,False,,先勝,午,False,True,False,False,False,19.4,10.4,15.2,1.8,雨
2023-10-28,2023,10,28,土,5,True,False,,友引,未,False,True,False,False,False,18.1,13.2,15.6,1.1,小雨
2023-10-29,2023,10,29,日,6,True,False,,先負,申,False,False,False,False,False,17.0,12.2,14.5,1.4,雨
2023-10-30,2023,10,30,月,0,False,False,,仏滅,酉,False,False,False,False,False,19.0,13.1,15.9,0.0,曇り
2023-10-31,2023,10,31,火,1,False,False,,大安,戌,True,False,False,False,False,20.4,11.4,16.1,0.0,曇り
2023-11-01,2023,11,1,水,2,False,False,,赤口,亥,False,False,False,False,False,21.4,10.8,16.2,0.2,小雨
2023-11-02,2023,11,2,木,3,False,False,,先勝,子,False,False,False,False,False,21.9,10.4,15.9,0.0,曇り
2023-11-03,2023,11,3,金,4,False,True,文化の日,友引,丑,False,False,False,False,False,23.5,9.6,16.3,0.0,晴れ
2023-11-04,2023,11,4,土,5,True,False,,先負,寅,False,False,False,True,False,23.1,12.4,17.9,0.0,曇り
2023-11-05,2023,11,5,日,6,True,False,,仏滅,卯,False,False,False,False,False,21.7,17.0,19.2,0.1,小雨
2023-11-06,2023,11,6,月,0,False,False,,大安,辰,True,False,False,False,False,24.8,14.5,19.9,0.2,小雨
2023-11-07,2023,11,7,火,1,False,False,,赤口,巳,False,False,False,False,True,23.9,16.7,20.7,5.6,雨
2023-11-08,2023,11,8,水,2,False,False,,先勝,午,False,True,False,False,False,18.9,13.2,15.9,0.0,晴れ
